目标,中文名,方法,定数规则,选中数,占候选比,测试R2,全量R2,候选数,选中字段
congestion_price_da,日前阻塞价,XGBoost,固定阈值 τ=0.02（12 个目标共用）,39,0.975,0.6939380877037027,0.7050328511776054,40,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|system_energy_price_rt|total_lmp_rt|marginal_loss_price_rt|gross_sched_interchange_mw|gross_inadv_interchange_mw
congestion_price_da,日前阻塞价,Pearson,固定阈值 τ=0.3（12 个目标共用）,33,0.825,0.6884368724274197,0.7050328511776054,40,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|system_energy_price_da|system_energy_price_rt|total_lmp_rt|marginal_loss_price_rt|gross_sched_interchange_mw|gross_inadv_interchange_mw
congestion_price_rt,实时阻塞价,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,22,0.6111111111111112,0.6393013679278119,0.6513680634829484,36,solar_generation_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_storage_mw|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|rmccp|total_pjm_loc_credit|total_pjm_assigned_reg|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|system_energy_price_rt|marginal_loss_price_rt|gross_inadv_interchange_mw
congestion_price_rt,实时阻塞价,STG,门控值 ≥ 0.5,14,0.3888888888888889,0.6250357922784533,0.6513680634829484,36,gen_fuel_multiple_fuels_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_solar_pct|rmccp|total_pjm_loc_credit|da_as_mcp_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|system_energy_price_rt|marginal_loss_price_rt|gross_inadv_interchange_mw
congestion_price_rt,实时阻塞价,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,36,1.0,0.6513680634829484,0.6513680634829484,36,solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|system_energy_price_rt|marginal_loss_price_rt|gross_inadv_interchange_mw
congestion_price_rt,实时阻塞价,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,1,0.027777777777777776,0.46027957118429075,0.6513680634829484,36,system_energy_price_rt
congestion_price_rt,实时阻塞价,XGBoost,固定阈值 τ=0.02（12 个目标共用）,34,0.9444444444444444,0.6409920356777121,0.6513680634829484,36,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|system_energy_price_rt|marginal_loss_price_rt|gross_inadv_interchange_mw
congestion_price_rt,实时阻塞价,Pearson,固定阈值 τ=0.3（12 个目标共用）,23,0.6388888888888888,0.6115092873549081,0.6513680634829484,36,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|gen_fuel_storage_mw|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|system_energy_price_rt|marginal_loss_price_rt
marginal_loss_price_da,日前边际损耗价,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,15,0.4411764705882353,0.8836986835193694,0.8733543117613582,34,gen_fuel_gas_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_solar_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|forecast_load_mw_latest_available|total_pjm_loc_credit|da_as_mcp_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|marginal_loss_price_rt|gross_inadv_interchange_mw
marginal_loss_price_da,日前边际损耗价,STG,门控值 ≥ 0.5,10,0.29411764705882354,0.86523609684225,0.8733543117613582,34,gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_oil_pct|forecast_load_mw_latest_available|da_as_mcp_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|system_energy_price_da|marginal_loss_price_rt|gross_inadv_interchange_mw
marginal_loss_price_da,日前边际损耗价,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,34,1.0,0.8733543117613582,0.8733543117613582,34,solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|system_energy_price_rt|total_lmp_rt|marginal_loss_price_rt|gross_inadv_interchange_mw
marginal_loss_price_da,日前边际损耗价,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,3,0.08823529411764706,0.7502653709244138,0.8733543117613582,34,gen_fuel_nuclear_mw|system_energy_price_da|marginal_loss_price_rt
marginal_loss_price_da,日前边际损耗价,XGBoost,固定阈值 τ=0.02（12 个目标共用）,13,0.38235294117647056,0.884891549240769,0.8733543117613582,34,gen_fuel_coal_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_solar_mw|gen_fuel_oil_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|total_pjm_rt_load_mwh|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|marginal_loss_price_rt
marginal_loss_price_da,日前边际损耗价,Pearson,固定阈值 τ=0.3（12 个目标共用）,23,0.6764705882352942,0.8644746466536842,0.8733543117613582,34,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|system_energy_price_rt|total_lmp_rt|marginal_loss_price_rt|gross_inadv_interchange_mw
total_lmp_da,日前总电价,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,1,0.02857142857142857,0.9865040577460306,0.9943075006907909,35,system_energy_price_da
total_lmp_da,日前总电价,STG,门控值 ≥ 0.5,1,0.02857142857142857,0.9865040577460306,0.9943075006907909,35,system_energy_price_da
total_lmp_da,日前总电价,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,1,0.02857142857142857,0.9865040577460306,0.9943075006907909,35,system_energy_price_da
total_lmp_da,日前总电价,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,2,0.05714285714285714,0.9875689771556583,0.9943075006907909,35,gen_fuel_oil_mw|system_energy_price_da
total_lmp_da,日前总电价,XGBoost,固定阈值 τ=0.02（12 个目标共用）,2,0.05714285714285714,0.9869186631927488,0.9943075006907909,35,da_as_mcp_primary_reserve|system_energy_price_da
total_lmp_da,日前总电价,Pearson,固定阈值 τ=0.3（12 个目标共用）,26,0.7428571428571429,0.9936959162519963,0.9943075006907909,35,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|system_energy_price_rt|total_lmp_rt|marginal_loss_price_rt|gross_inadv_interchange_mw
da_as_total_mw_primary_reserve,日前主用备用总量,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,16,0.5161290322580645,0.863160395883017,0.8632268126176589,31,gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_pct|gen_fuel_wind_pct|total_pjm_rt_load_mwh|total_pjm_reg_purchases|total_pjm_self_sched_reg|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve
da_as_total_mw_primary_reserve,日前主用备用总量,STG,门控值 ≥ 0.5,11,0.3548387096774194,0.8733095487242168,0.8632268126176589,31,gen_fuel_nuclear_mw|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|total_pjm_rt_load_mwh|total_pjm_self_sched_reg|da_as_mcp_primary_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve
da_as_total_mw_primary_reserve,日前主用备用总量,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,30,0.967741935483871,0.8639267301191351,0.8632268126176589,31,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_other_renewables_pct|gen_fuel_wind_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmpcp|total_pjm_rt_load_mwh|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|gross_sched_interchange_mw
da_as_total_mw_primary_reserve,日前主用备用总量,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,8,0.25806451612903225,0.8651401944352101,0.8632268126176589,31,gen_fuel_nuclear_mw|gen_fuel_hydro_pct|prelim_load_avg_hourly|total_pjm_self_sched_reg|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve
da_as_total_mw_primary_reserve,日前主用备用总量,XGBoost,固定阈值 τ=0.02（12 个目标共用）,8,0.25806451612903225,0.8626716090315714,0.8632268126176589,31,gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|da_as_mcp_primary_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve
da_as_total_mw_primary_reserve,日前主用备用总量,Pearson,固定阈值 τ=0.3（12 个目标共用）,13,0.41935483870967744,0.8715404799936377,0.8632268126176589,31,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_gas_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|total_pjm_rt_load_mwh|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|gross_sched_interchange_mw
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,15,0.4411764705882353,0.8925766679862844,0.8945547989085015,34,gen_fuel_gas_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|total_pjm_reg_purchases|total_pjm_rmpcp_cr|da_as_as_req_mw_primary_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|system_energy_price_da
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,STG,门控值 ≥ 0.5,15,0.4411764705882353,0.8824173545549873,0.8945547989085015,34,gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|total_pjm_reg_purchases|total_pjm_rmpcp_cr|da_as_as_req_mw_primary_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|system_energy_price_da
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,34,1.0,0.8945547989085015,0.8945547989085015,34,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmccp|rmpcp|total_pjm_rt_load_mwh|total_pjm_reg_purchases|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|system_energy_price_rt|total_lmp_rt|marginal_loss_price_rt
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,10,0.29411764705882354,0.8403442171353459,0.8945547989085015,34,gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|total_pjm_rmpcp_cr|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|system_energy_price_da
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,XGBoost,固定阈值 τ=0.02（12 个目标共用）,30,0.8823529411764706,0.899138295138272,0.8945547989085015,34,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmccp|total_pjm_rt_load_mwh|total_pjm_reg_purchases|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|total_lmp_rt|marginal_loss_price_rt
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,Pearson,固定阈值 τ=0.3（12 个目标共用）,26,0.7647058823529411,0.865371226211924,0.8945547989085015,34,gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_storage_mw|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|rmccp|total_pjm_reg_purchases|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|system_energy_price_rt|total_lmp_rt|marginal_loss_price_rt
